year   DOY      aglivc     bglivcj     bglivcm  prev_mcprd1  prev_mcprd2  prev_mcprd3         COM         ppt        irri    watr2sat  avgst_10cm          TI          Cr          Eh         Feh    CH4_prod      CH4_Ep     CH4_Ebl    CH4_oxid
1989    29      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0369      0.5640      0.0000      0.0000      2.5794      0.0492      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000354
1989    30      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0272      0.0280      0.0000      0.0000      1.3466      0.0429      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000363
1989    31      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0331      0.0000      0.0000      0.0000      5.0862      0.0648      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000408
1989    32      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0309      0.0000      0.0000      0.0000      1.8857      0.0456      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000425
1989    33      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0249      0.0000      0.0000      0.0000     -2.5093      0.0281      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000420
1989    34      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0223      0.0000      0.0000      0.0000     -4.5595      0.0224      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000425
1989    35      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0241      0.0250      0.0000      0.0000     -2.2293      0.0290      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000441
1989    36      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0242      0.2790      0.0000      0.0000     -2.0986      0.0294      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000449
1989    37      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0237      0.0000      0.0000      0.0000     -2.4105      0.0284      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000454
1989    38      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0237      0.0000      0.0000      0.0000     -2.3490      0.0286      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000461
1989    39      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0237      0.0510      0.0000      0.0000     -2.2024      0.0291      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000467
1989    40      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0230      0.0000      0.0000      0.0000     -2.7728      0.0273      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000471
1989    41      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0236      0.0510      0.0000      0.0000     -2.0447      0.0296      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000479
1989    42      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0242      0.0000      0.0000      0.0000     -1.3828      0.0318      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000488
1989    43      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0235      0.0000      0.0000      0.0000     -2.2174      0.0290      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000463
1989    44      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0247      0.2540      0.0000      0.0000     -0.9771      0.0333      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000466
1989    45      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0264      0.0000      0.0000      0.0000      0.3906      0.0387      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000454
1989    46      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0252      0.1270      0.0000      0.0000     -0.7491      0.0341      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000455
1989    47      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0243      0.0000      0.0000      0.0000     -1.5455      0.0313      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000457
1989    48      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0198      0.0000      0.0000      0.0000     -6.6174      0.0179      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000445
1989    49      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0191      0.0000      0.0000      0.0000     -6.8691      0.0174      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000456
1989    50      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0206      0.0000      0.0000      0.0000     -4.1768      0.0234      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000483
1989    51      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0225      0.3050      0.0000      0.0000     -1.9244      0.0300      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000497
1989    52      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0228      0.3300      0.0000      0.0000     -1.7959      0.0304      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000503
1989    53      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0222      0.0000      0.0000      0.0000     -2.3936      0.0285      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000505
1989    54      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0213      0.0000      0.0000      0.0000     -3.3054      0.0258      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000504
1989    55      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0211      0.0000      0.0000      0.0000     -3.3089      0.0257      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000508
1989    56      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0232      0.0000      0.0000      0.0000     -1.1833      0.0325      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000451
1989    57      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0238      0.2030      0.0000      0.0000     -0.8685      0.0337      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000426
1989    58      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0221      0.1020      0.0000      0.0000     -2.7618      0.0273      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000417
1989    59      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0204      0.0000      0.0000      0.0000     -4.5520      0.0225      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000424
1989    60      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0169      0.0000      0.0000      0.0000     -6.6911      0.0178      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000425
1989    61      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0167      0.0510      0.0000      0.0000     -6.6217      0.0179      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000429
1989    62      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0189      0.0510      0.0000      0.0000     -3.1084      0.0263      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000447
1989    63      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0263      1.0920      0.0000      0.0000     -1.5554      0.0312      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000383
1989    64      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0203      0.0000      0.0000      0.0000     -2.1280      0.0293      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000386
1989    65      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0199      0.0000      0.0000      0.0000     -2.6047      0.0278      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000389
1989    66      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0196      0.0000      0.0000      0.0000     -2.8455      0.0271      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000393
1989    67      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0186      0.0000      0.0000      0.0000     -4.3330      0.0230      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000308
1989    68      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0212      0.0000      0.0000      0.0000     -0.8886      0.0336      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000343
1989    69      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0234      0.0000      0.0000      0.0000      1.0084      0.0414      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000374
1989    70      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0274      0.0000      0.0000      0.0000      3.8824      0.0567      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000414
1989    71      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0228      0.0000      0.0000      0.0000     -0.1726      0.0363      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000417
1989    72      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0241      0.0000      0.0000      0.0000      1.3441      0.0429      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000447
1989    73      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0399      0.5330      0.0000      0.0000      5.9052      0.0709      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000392
1989    74      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0261      0.0760      0.0000      0.0000      2.2586      0.0475      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000396
1989    75      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0256      0.0000      0.0000      0.0000      2.1872      0.0471      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000423
1989    76      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0296      1.2190      0.0000      0.0000      0.2338      0.0380      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000422
1989    77      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0219      0.1780      0.0000      0.0000     -0.7007      0.0343      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000424
1989    78      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0214      0.4060      0.0000      0.0000     -0.9964      0.0332      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000427
1989    79      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0217      0.4320      0.0000      0.0000     -0.5609      0.0348      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000433
1989    80      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0212      0.0000      0.0000      0.0000     -1.0069      0.0332      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000436
1989    81      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0212      0.0000      0.0000      0.0000     -0.9894      0.0332      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000310
1989    82      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0259      0.0000      0.0000      0.0000      3.1785      0.0525      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000276
1989    83      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0358      0.0000      0.0000      0.0000      8.2215      0.0914      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000330
1989    84      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0576      0.0000      0.0000      0.0000     13.1897      0.1577      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000391
1989    85      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0778      0.0000      0.0000      0.0000     15.0596      0.1937      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000453
1989    86      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.1626      0.0000      0.0000      0.0000     19.8611      0.3283      0.0000  300.000000      0.0061      0.0005    0.000000    0.000000    0.000533
1989    87      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.1909      2.6670      0.0000      0.0000     17.6885      0.2586      0.0000  300.000000      0.0061      0.0006    0.000000    0.000000    0.000333
1989    88      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0609      0.0000      0.0000      0.0000     11.4472      0.1303      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000348
1989    89      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0463      0.0000      0.0000      0.0000      9.4892      0.1050      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000370
1989    90      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0336      0.0000      0.0000      0.0000      6.0289      0.0718      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000375
1989    91      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0337      0.0000      0.0000      0.0000      6.3127      0.0741      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000400
1989    92      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0603      1.1430      0.0000      0.0000     10.2124      0.1137      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000309
1989    93      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0617      2.2860      0.0000      0.0000     10.2016      0.1136      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000308
1989    94      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0620      0.3050      0.0000      0.0000     12.5029      0.1463      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000323
1989    95      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0348      0.0000      0.0000      0.0000      6.0633      0.0721      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000321
1989    96      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0345      0.0000      0.0000      0.0000      6.6366      0.0768      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000347
1989    97      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0304      0.0000      0.0000      0.0000      5.1081      0.0649      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000365
1989    98      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0311      0.0000      0.0000      0.0000      5.9798      0.0714      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000396
1989    99      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0242      0.0760      0.0000      0.0000      1.5166      0.0438      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000381
1989   100      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0215      0.0000      0.0000      0.0000     -0.1748      0.0363      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000386
1989   101      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0238      0.0000      0.0000      0.0000      2.7132      0.0499      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000419
1989   102      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0260      0.3560      0.0000      0.0000      3.5297      0.0546      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000369
1989   103      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0280      0.0000      0.0000      0.0000      4.9546      0.0638      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000401
1989   104      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0355      0.0510      0.0000      0.0000      8.4445      0.0937      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000427
1989   105      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0428      0.0000      0.0000      0.0000     10.7004      0.1200      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000477
1989   106      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0600      0.0000      0.0000      0.0000     13.9756      0.1720      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000544
1989   107      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0583      0.1270      0.0000      0.0000     13.1249      0.1566      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000543
1989   108      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0324      0.0000      0.0000      0.0000      7.3476      0.0830      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000537
1989   109      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0356      0.0000      0.0000      0.0000      9.7005      0.1075      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000577
1989   110      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0561      0.0000      0.0000      0.0000     14.6562      0.1853      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000643
1989   111      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0621      0.0000      0.0000      0.0000     15.1941      0.1966      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000672
1989   112      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0571      0.0000      0.0000      0.0000     14.6719      0.1856      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000692
1989   113      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0459      0.0000      0.0000      0.0000     13.3510      0.1606      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000706
1989   114      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0733      0.0000      0.0000      0.0000     17.2734      0.2471      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000754
1989   115      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.3032      0.8380      0.0000      0.0000     22.0176      0.4160      0.0000  300.000000      0.0061      0.0009    0.000000    0.000000    0.000644
1989   116      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.1896      0.0000      0.0000      0.0000     22.3772      0.4328      0.0000  300.000000      0.0061      0.0006    0.000000    0.000000    0.000699
1989   117      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.1627      0.0000      0.0000      0.0000     22.1939      0.4242      0.0000  300.000000      0.0061      0.0005    0.000000    0.000000    0.000746
1989   118      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0819      0.0000      0.0000      0.0000     15.0978      0.1945      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000720
1989   119      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0927      0.0000      0.0000      0.0000     17.3610      0.2494      0.0000  300.000000      0.0061      0.0003    0.000000    0.000000    0.000753
1989   120      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0673      0.0000      0.0000      0.0000     15.5792      0.2051      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000756
1989   121      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0596      0.0000      0.0000      0.0000     15.7903      0.2099      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000769
1989   122      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0754      0.5640      0.0000      0.0000     11.6069      0.1326      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000665
1989   123      0.3517      0.2421      0.0127      0.0000      0.0000      0.0000      0.0722      0.0000      0.0000      0.0000     15.4974      0.2033      0.0000  300.000000      0.0061      0.0002    0.000000    0.000000    0.000719
1989   124      0.7294      0.5132      0.0273      0.3517      0.2421      0.0127      0.1059      0.1130      0.0000      0.0000     18.1434      0.2718      0.1959  300.000000      0.0061      0.0005    0.000315    0.000000    0.000739
1989   125      0.9297      0.6551      0.0351      0.3777      0.2714      0.0143      0.0664      0.0280      0.0000      0.0000     15.7214      0.2083      0.2196  300.000000      0.0061      0.0003    0.000222    0.000000    0.000752
1989   126      0.9636      0.6783      0.0365      0.2004      0.1424      0.0075      0.0290      0.0850      0.0000      0.0000      9.2592      0.1024      0.1152  300.000000      0.0061      0.0001    0.000081    0.000000    0.000712
1989   127      1.0103      0.7107      0.0383      0.0339      0.0234      0.0012      0.0233      0.0000      0.0000      0.0000      8.5992      0.0953      0.0190  300.000000      0.0061      0.0001    0.000050    0.000000    0.000717
1989   128      1.1999      0.8454      0.0458      0.0467      0.0326      0.0017      0.0333      0.0000      0.0000      0.0000     13.5223      0.1636      0.0263  300.000000      0.0061      0.0001    0.000075    0.000000    0.000759
1989   129      1.5259      1.0774      0.0586      0.1895      0.1352      0.0071      0.0468      0.0000      0.0000      0.0000     15.9674      0.2140      0.1094  300.000000      0.0061      0.0002    0.000139    0.000000    0.000780
1989   130      1.7451      1.2336      0.0676      0.3260      0.2328      0.0123      0.0442      0.0000      0.0000      0.0000     15.7972      0.2101      0.1884  300.000000      0.0061      0.0003    0.000166    0.000000    0.000785
1989   131      2.0364      1.4265      0.0786      0.2192      0.1574      0.0083      0.0406      0.0000      0.0000      0.0000     15.6043      0.2057      0.1274  300.000000      0.0061      0.0002    0.000132    0.000000    0.000786
1989   132      2.2912      1.5866      0.0881      0.2913      0.1940      0.0102      0.0651      0.4060      0.0000      0.0000     15.5286      0.2040      0.1570  300.000000      0.0061      0.0003    0.000192    0.000000    0.000763
1989   133      2.4923      1.7109      0.0957      0.2548      0.1614      0.0085      0.0513      0.0760      0.0000      0.0000     14.6326      0.1848      0.1306  300.000000      0.0061      0.0002    0.000149    0.000000    0.000763
1989   134      2.7793      1.8855      0.1062      0.2011      0.1256      0.0066      0.0568      0.0510      0.0000      0.0000     16.2388      0.2205      0.1016  300.000000      0.0061      0.0002    0.000157    0.000000    0.000781
1989   135      3.1240      2.0853      0.1183      0.2870      0.1762      0.0093      0.0852      0.4320      0.0000      0.0000     16.5304      0.2277      0.1426  300.000000      0.0061      0.0004    0.000233    0.000000    0.000747
1989   136      3.6394      2.4143      0.1382      0.3447      0.2016      0.0106      0.0856      0.0000      0.0000      0.0000     19.5250      0.3164      0.1631  300.000000      0.0061      0.0004    0.000271    0.000000    0.000800
1989   137      4.1574      2.7376      0.1590      0.5154      0.3319      0.0175      0.0907      0.1270      0.0000      0.0000     21.5651      0.3959      0.2685  300.000000      0.0061      0.0006    0.000390    0.000000    0.000820
