"Model","Climate_Scenario","component","BC19-CR","BC38-CR","BC57-CR","BC76-CR","BC96-CR","CC-CR","CC-NT-CR","CN","RF05-CR","RF15-CR","RF25-CR","RF35-CR","RR00-CR","RR00-NT-CR","RR25-CR","RR25-NT-CR","RR50-CR","RR50-NT-CR","component_order"
"APSIM",1,"SoilT_10cm_last",22.4243713855955,22.4254448353855,22.4219158097763,22.4169013596449,22.4174065687938,22.4368916795222,22.4361336010956,22.4201243400062,22.4324015773969,22.4333828088035,22.4336640040179,22.4336408491556,22.4322951078107,22.4344352694862,22.4339752845107,22.4340377224257,22.433462663667,22.4337433562123,NA
"APSIM",1,"WFPS_2cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"WFPS_5cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"WFPS_10cm_last.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"N2O_0to60cm_change",-0.0598159835504092,-0.0812791799397073,-0.0795248900332786,-0.0699115778381666,-0.00385803802119455,0.0883422519655142,0.193393989981297,0.00586787953180168,0.229200026245327,0.220123766749338,0.174411170247262,0.160913559850629,0.220812689142175,0.259790370421479,0.15093894303423,0.20042338425007,0.115091044597393,0.105188214805777,NA
"APSIM",1,"SoilT_15cm_change",0.866169238192015,0.871930066325131,0.866093345856385,0.85828947813248,0.861195022978453,0.876920238615103,0.876623364402967,0.866727794421905,0.870700109983179,0.873471645394126,0.874428834246366,0.87446112805916,0.871650496760594,0.864096129357037,0.877892421968831,0.864367864769914,0.875627940605408,0.867631427637054,NA
"APSIM",1,"SW_15cm_change",0.00266376369903615,0.00310198952104895,0.00299791403000871,0.00305841399540874,0.00371678694332819,0.00262501914406252,0.0020710398659427,-0.00161483881241317,-0.00314867303940561,-0.0031276047884938,-0.00314265330998922,-0.00313480151221712,-0.00310360447962427,-0.00277387228889489,-0.00288780597597771,-0.0026592370042296,-0.00249569897115196,-0.00204636469752906,NA
"APSIM",1,"NO3_0to60cm_change.1",5.57546977099581,5.19505931924375,5.48268076196533,5.38815126125089,7.41256075877749,6.78553237682029,12.1395790873837,2.21618297068981,3.16712615433842,3.11141042741162,1.51689386775762,1.09339773594458,2.68213880977701,5.935044226331,1.96356233764532,5.01480519757838,2.22780333190435,0.762982990068329,NA
"APSIM",1,"WFPS_10cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"CH4_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"SoilT_2cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"SoilT_5cm_change",0.883804633708323,0.885138246826678,0.882623008468826,0.880814993400666,0.881737717332769,0.886872016608692,0.886766226159672,0.88354342226868,0.885612830604519,0.885788262108548,0.88605140936529,0.886101954342536,0.885602632838257,0.881501896034127,0.886830963524883,0.881226679372674,0.886284220007202,0.883552470317177,NA
"APSIM",1,"SoilT_10cm_change",0.874573586907108,0.8785331753066,0.873703220762728,0.870283081828919,0.87197325843459,0.881449522189307,0.881406175004351,0.874085538020594,0.87745421220108,0.879529968065366,0.87963918628822,0.879517347862627,0.877486741307248,0.872344859218181,0.88150797083847,0.873513511317309,0.880501611324355,0.875473872548106,NA
"APSIM",1,"WFPS_2cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"WFPS_5cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",1,"WFPS_10cm_change.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"N2O_profile_last",0.626394374790911,0.627023390154189,0.612216104971419,0.619932619243798,0.649119586949342,0.773997183021165,0.777359129507658,0.886750683576454,0.810762429294783,0.7767882831691,0.722180547231214,0.676342837575433,0.839813577797342,0.83691968797513,0.720806139257727,0.707303041372444,0.619326944676884,0.611149634313602,"N2O_profile_last"
"APSIM",5,"N2O_profile_change",0.13544603810146,0.146893268223756,0.13829758003367,0.172702096493727,0.21186077510724,0.046990023142076,0.0137905777464068,0.178329728180098,0.0761859235440399,0.0892585905072006,0.0648006715019757,0.0520234772657678,0.0888828202469852,0.0256337490620507,0.107873230177245,0.0466026839534843,0.0864983002298699,0.0487726447601764,"N2O_profile_change"
"APSIM",5,"NO3_0to60cm_last",22.5588756063044,23.3870441219377,23.3550056480752,24.2747540076628,25.8699789082199,23.2024116831841,23.4505148882022,33.1894884358308,26.5745133468262,25.4911771044294,23.4028524223516,22.1252262224698,27.4276884506328,26.7094239540847,22.5019294310385,22.3507633297141,18.8028304332537,18.6950392124652,"NO3_0to60cm_last"
"APSIM",5,"NO3_0to60cm_change",-11.6575697843193,-11.4315952908169,-11.869293839757,-10.263973857731,-9.95690774243499,-16.9067514070168,-13.8786907673756,-23.9060117990277,-23.1025782912118,-22.2050513802661,-22.8496388108626,-22.4206578269495,-23.1826140352379,-22.1027910645982,-18.2273722557249,-17.0307052136982,-13.4296299189607,-13.2276141731998,"NO3_0to60cm_change"
"APSIM",5,"N2O_0to60cm_last",0.961030341639566,0.958239701059498,0.930713302912229,0.939475303334043,0.988132363567059,1.16363588128796,1.17944458651085,1.43640112691987,1.27285422500837,1.2241715110061,1.13974023880845,1.07378676168609,1.31434981734931,1.31295811119638,1.10678267520049,1.08501136620318,0.931366769489229,0.919443700422926,NA
"APSIM",5,"SoilT_15cm_last",23.6750261869193,23.6745992658037,23.674979722116,23.6750830901271,23.6728119671173,23.6759189271802,23.6753627826819,23.675247388046,23.67977412619,23.6795968765214,23.6763960991597,23.6766687383049,23.6798684140727,23.680496948264,23.6779415231172,23.6778768713193,23.6766054073502,23.6767180586964,NA
"APSIM",5,"SW_15cm_last",0.181155575220255,0.184862756371919,0.188156267620155,0.191130880265512,0.192621627197519,0.178516537491412,0.178835325934901,0.177646131779723,0.178201004632256,0.178083989156038,0.177894843877405,0.177804736169328,0.178045462780671,0.178766753853011,0.177384508573609,0.177315089440869,0.176392781543874,0.176589093065221,NA
"APSIM",5,"NO3_0to60cm_last.1",22.5588756063044,23.3870441219377,23.3550056480752,24.2747540076628,25.8699789082199,23.2024116831841,23.4505148882022,33.1894884358308,26.5745133468262,25.4911771044294,23.4028524223516,22.1252262224698,27.4276884506328,26.7094239540847,22.5019294310385,22.3507633297141,18.8028304332537,18.6950392124652,NA
"APSIM",5,"WFPS_10cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"CH4_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"SoilT_2cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"SoilT_5cm_last",23.8549260605889,23.8550020812639,23.8549206060948,23.8549117559108,23.8545756681649,23.8549290552131,23.8547321747132,23.8551827480126,23.8568734433301,23.8568436682093,23.8558384958516,23.8557903144869,23.8570141478882,23.8571851355838,23.856221502942,23.8562008881627,23.855518081755,23.8557877583612,NA
"APSIM",5,"SoilT_10cm_last",23.7656760342791,23.7654554962477,23.7652815941412,23.7652210973843,23.7638242656111,23.7658202254353,23.7654743463377,23.7656190615532,23.7685485847833,23.7685338416066,23.7658450006032,23.7659469140825,23.7686161402973,23.7687532833916,23.7668658252201,23.76715821819,23.765355577402,23.7655404794051,NA
"APSIM",5,"WFPS_2cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"WFPS_5cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"WFPS_10cm_last.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"N2O_0to60cm_change",0.224889233127644,0.239957498795299,0.221198131503607,0.270342222982109,0.336259062480904,0.0751324121221222,0.0456943089729185,0.357524685863363,0.175559280832056,0.197176103582652,0.153508045592189,0.136935305848919,0.192251371858012,0.0897474157458529,0.202152963693299,0.1054419166958,0.157391771606278,0.103402128942018,NA
"APSIM",5,"SoilT_15cm_change",2.11585675449949,2.11777859202583,2.1208242478539,2.12208838569121,2.11986864722483,2.1148287909136,2.11254580705335,2.11731879421491,2.11949915872213,2.11880478023171,2.11410262128084,2.11413808083994,2.11951779491179,2.11420386631698,2.11547519124754,2.11168274565679,2.11508770291512,2.11300938022866,NA
"APSIM",5,"SW_15cm_change",0.00795880905032173,0.00848684204858188,0.00846699143336729,0.00984484210171022,0.00680481028589,0.00857952513342056,0.00787457936184366,0.0124221729247128,0.010102915608473,0.010076588583584,0.00995509560933733,0.0100430070813678,0.0098900192165173,0.00891757114969949,0.0097784582343183,0.00849536015016039,0.00902234556465895,0.0086219172478168,NA
"APSIM",5,"NO3_0to60cm_change.1",-11.6575697843193,-11.4315952908169,-11.869293839757,-10.263973857731,-9.95690774243499,-16.9067514070168,-13.8786907673756,-23.9060117990277,-23.1025782912118,-22.2050513802661,-22.8496388108626,-22.4206578269495,-23.1826140352379,-22.1027910645982,-18.2273722557249,-17.0307052136982,-13.4296299189607,-13.2276141731998,NA
"APSIM",5,"WFPS_10cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"CH4_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"SoilT_2cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"SoilT_5cm_change",2.17709154715265,2.17826322596435,2.17904438438789,2.17912109489539,2.17958184991798,2.17585131283573,2.17526873008405,2.17762380418024,2.17919250599172,2.17888748747333,2.17738696148845,2.17700736613019,2.17939838640639,2.1773989720668,2.17734104213374,2.17626129293723,2.17708601245156,2.17673790342859,NA
"APSIM",5,"SoilT_10cm_change",2.14811944015406,2.1496232281418,2.15020065051489,2.15109929446493,2.14949520795914,2.14633078319029,2.14461938753348,2.14747679379413,2.14929505475694,2.14898233577498,2.14524740301063,2.14496029341254,2.14933575490772,2.14528602296789,2.14598618215318,2.14385193486131,2.14517490102184,2.14369425185402,NA
"APSIM",5,"WFPS_2cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"WFPS_5cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",5,"WFPS_10cm_change.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
